127.0.0.1 - - [25/May/2021:10:20:16 +0530] "GET / HTTP/1.1" 404 751
0:0:0:0:0:0:0:1 - - [25/May/2021:10:20:19 +0530] "GET /foodmanagement/home.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [25/May/2021:10:20:35 +0530] "GET /foodmanagement/home.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [25/May/2021:10:20:37 +0530] "GET /favicon.ico HTTP/1.1" 404 762
0:0:0:0:0:0:0:1 - - [25/May/2021:10:20:45 +0530] "GET /foodmanagement/admin_login.jsp HTTP/1.1" 200 4971
0:0:0:0:0:0:0:1 - - [25/May/2021:10:20:55 +0530] "POST /foodmanagement/admin_login_action.jsp HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [25/May/2021:10:20:55 +0530] "GET /foodmanagement/admin_home.jsp HTTP/1.1" 200 4379
0:0:0:0:0:0:0:1 - - [25/May/2021:10:21:02 +0530] "GET /foodmanagement/view_agent.jsp HTTP/1.1" 200 4615
0:0:0:0:0:0:0:1 - - [25/May/2021:10:21:13 +0530] "GET /foodmanagement/view_donar_request.jsp HTTP/1.1" 200 4490
0:0:0:0:0:0:0:1 - - [25/May/2021:10:21:17 +0530] "GET /foodmanagement/view_All_Status.jsp HTTP/1.1" 200 4375
0:0:0:0:0:0:0:1 - - [25/May/2021:10:21:22 +0530] "GET /foodmanagement/admin_login.jsp HTTP/1.1" 200 4971
0:0:0:0:0:0:0:1 - - [25/May/2021:10:23:57 +0530] "GET /foodmanagement/admin_login.jsp HTTP/1.1" 200 4971
0:0:0:0:0:0:0:1 - - [25/May/2021:10:24:04 +0530] "POST /foodmanagement/admin_login_action.jsp HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [25/May/2021:10:24:04 +0530] "GET /foodmanagement/admin_home.jsp HTTP/1.1" 200 4379
0:0:0:0:0:0:0:1 - - [25/May/2021:10:24:13 +0530] "GET /foodmanagement/view_orph.jsp HTTP/1.1" 200 6209
0:0:0:0:0:0:0:1 - - [25/May/2021:10:24:19 +0530] "GET /foodmanagement/add_agent.jsp HTTP/1.1" 200 8278
0:0:0:0:0:0:0:1 - - [25/May/2021:10:24:24 +0530] "GET /foodmanagement/admin_login.jsp HTTP/1.1" 200 4971
0:0:0:0:0:0:0:1 - - [25/May/2021:10:24:27 +0530] "GET /foodmanagement/agent_reg.jsp HTTP/1.1" 200 7850
0:0:0:0:0:0:0:1 - - [25/May/2021:10:25:39 +0530] "POST /foodmanagement/agent_reg_action.jsp HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [25/May/2021:10:25:39 +0530] "GET /foodmanagement/agent_reg.jsp?id2=Divya HTTP/1.1" 200 7977
0:0:0:0:0:0:0:1 - - [25/May/2021:10:27:43 +0530] "POST /foodmanagement/agent_reg_action.jsp HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [25/May/2021:10:27:43 +0530] "GET /foodmanagement/agent_reg.jsp?id2=Lavan HTTP/1.1" 200 7977
0:0:0:0:0:0:0:1 - - [25/May/2021:10:27:49 +0530] "GET /foodmanagement/admin_login.jsp HTTP/1.1" 200 4971
0:0:0:0:0:0:0:1 - - [25/May/2021:10:27:56 +0530] "POST /foodmanagement/admin_login_action.jsp HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [25/May/2021:10:27:56 +0530] "GET /foodmanagement/admin_home.jsp HTTP/1.1" 200 4379
0:0:0:0:0:0:0:1 - - [25/May/2021:10:27:59 +0530] "GET /foodmanagement/view_agent.jsp HTTP/1.1" 200 5168
0:0:0:0:0:0:0:1 - - [25/May/2021:10:28:05 +0530] "GET /foodmanagement/admin_login.jsp HTTP/1.1" 200 4971
0:0:0:0:0:0:0:1 - - [25/May/2021:10:28:09 +0530] "GET /foodmanagement/agent_reg.jsp HTTP/1.1" 200 7850
0:0:0:0:0:0:0:1 - - [25/May/2021:10:29:44 +0530] "POST /foodmanagement/agent_reg_action.jsp HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [25/May/2021:10:29:44 +0530] "GET /foodmanagement/agent_reg.jsp?id2=Adithya HTTP/1.1" 200 7977
0:0:0:0:0:0:0:1 - - [25/May/2021:10:29:50 +0530] "GET /foodmanagement/donar_reg.jsp HTTP/1.1" 200 6394
0:0:0:0:0:0:0:1 - - [25/May/2021:10:30:57 +0530] "POST /foodmanagement/donar_reg_action.jsp HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [25/May/2021:10:30:57 +0530] "GET /foodmanagement/donar_login.jsp?id2=Arjun HTTP/1.1" 200 5429
0:0:0:0:0:0:0:1 - - [25/May/2021:10:31:00 +0530] "GET /foodmanagement/donar_reg.jsp HTTP/1.1" 200 6394
0:0:0:0:0:0:0:1 - - [25/May/2021:10:31:41 +0530] "POST /foodmanagement/donar_reg_action.jsp HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [25/May/2021:10:31:41 +0530] "GET /foodmanagement/donar_login.jsp?id2=Daksha HTTP/1.1" 200 5429
0:0:0:0:0:0:0:1 - - [25/May/2021:10:31:43 +0530] "GET /foodmanagement/donar_reg.jsp HTTP/1.1" 200 6394
0:0:0:0:0:0:0:1 - - [25/May/2021:10:32:25 +0530] "POST /foodmanagement/donar_reg_action.jsp HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [25/May/2021:10:32:25 +0530] "GET /foodmanagement/donar_login.jsp?id2=Vishnu HTTP/1.1" 200 5429
0:0:0:0:0:0:0:1 - - [25/May/2021:10:32:27 +0530] "GET /foodmanagement/donar_reg.jsp HTTP/1.1" 200 6394
0:0:0:0:0:0:0:1 - - [25/May/2021:10:34:06 +0530] "POST /foodmanagement/donar_reg_action.jsp HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [25/May/2021:10:34:06 +0530] "GET /foodmanagement/donar_login.jsp?id2=Gayathri HTTP/1.1" 200 5429
0:0:0:0:0:0:0:1 - - [25/May/2021:10:34:08 +0530] "GET /foodmanagement/donar_reg.jsp HTTP/1.1" 200 6394
0:0:0:0:0:0:0:1 - - [25/May/2021:10:35:55 +0530] "POST /foodmanagement/donar_reg_action.jsp HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [25/May/2021:10:35:55 +0530] "GET /foodmanagement/donar_login.jsp?id2=Damini HTTP/1.1" 200 5429
0:0:0:0:0:0:0:1 - - [25/May/2021:10:39:50 +0530] "GET /foodmanagement/agent_login.jsp HTTP/1.1" 200 5074
0:0:0:0:0:0:0:1 - - [25/May/2021:10:39:59 +0530] "POST /foodmanagement/agent_login_action.jsp HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [25/May/2021:10:39:59 +0530] "GET /foodmanagement/agent_home.jsp HTTP/1.1" 200 8583
0:0:0:0:0:0:0:1 - - [25/May/2021:10:46:49 +0530] "GET /foodmanagement/agent_home.jsp HTTP/1.1" 200 8636
0:0:0:0:0:0:0:1 - - [25/May/2021:10:47:25 +0530] "GET /foodmanagement/agent_login.jsp HTTP/1.1" 200 5074
0:0:0:0:0:0:0:1 - - [25/May/2021:10:47:28 +0530] "GET /foodmanagement/donar_login.jsp HTTP/1.1" 200 5084
0:0:0:0:0:0:0:1 - - [25/May/2021:10:47:42 +0530] "POST /foodmanagement/donar_login_action.jsp HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [25/May/2021:10:47:42 +0530] "GET /foodmanagement/donar_home.jsp HTTP/1.1" 200 6773
0:0:0:0:0:0:0:1 - - [25/May/2021:10:48:39 +0530] "POST /foodmanagement/food_details.jsp HTTP/1.1" 302 -
