127.0.0.1 - - [24/May/2021:13:40:02 +0530] "GET / HTTP/1.1" 404 751
0:0:0:0:0:0:0:1 - - [24/May/2021:13:40:07 +0530] "GET /foodmanagement/ HTTP/1.1" 404 770
0:0:0:0:0:0:0:1 - - [24/May/2021:13:40:15 +0530] "GET /foodmanagement/home.html HTTP/1.1" 200 4073
0:0:0:0:0:0:0:1 - - [24/May/2021:13:40:17 +0530] "GET /foodmanagement/images/img_bg_1.jpg HTTP/1.1" 200 64546
0:0:0:0:0:0:0:1 - - [24/May/2021:13:40:31 +0530] "GET /foodmanagement/home.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [24/May/2021:13:40:31 +0530] "GET /foodmanagement/images/img_bg_1.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [24/May/2021:13:40:32 +0530] "GET /favicon.ico HTTP/1.1" 404 762
0:0:0:0:0:0:0:1 - - [24/May/2021:13:40:42 +0530] "GET /foodmanagement/help.jsp HTTP/1.1" 200 4822
0:0:0:0:0:0:0:1 - - [24/May/2021:13:40:42 +0530] "GET /open-iconic/svg/phone.svg HTTP/1.1" 404 784
0:0:0:0:0:0:0:1 - - [24/May/2021:13:40:42 +0530] "GET /foodmanagement/css/themify-icons.css HTTP/1.1" 404 795
0:0:0:0:0:0:0:1 - - [24/May/2021:13:40:42 +0530] "GET /foodmanagement/css/icomoon.css HTTP/1.1" 404 789
0:0:0:0:0:0:0:1 - - [24/May/2021:13:40:42 +0530] "GET /foodmanagement/css/animate.css HTTP/1.1" 200 73008
0:0:0:0:0:0:0:1 - - [24/May/2021:13:40:42 +0530] "GET /foodmanagement/css/glyphicon.css HTTP/1.1" 404 791
0:0:0:0:0:0:0:1 - - [24/May/2021:13:42:17 +0530] "GET /foodmanagement/agent_login.jsp HTTP/1.1" 200 5074
0:0:0:0:0:0:0:1 - - [24/May/2021:13:42:25 +0530] "POST /foodmanagement/agent_login_action.jsp HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [24/May/2021:13:42:26 +0530] "GET /foodmanagement/agent_home.jsp HTTP/1.1" 200 9553
0:0:0:0:0:0:0:1 - - [24/May/2021:13:42:39 +0530] "GET /foodmanagement/accept.jsp?dname=laxmi&area=Kukatpally&dt=7382554009&mob=7382554009&aname=Laxmi HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [24/May/2021:13:42:39 +0530] "GET /foodmanagement/agent_home.jsp?id1=laxmi&area=Kukatpally&mob=7382554009&aname=Laxmi HTTP/1.1" 200 9224
0:0:0:0:0:0:0:1 - - [24/May/2021:13:45:04 +0530] "GET /foodmanagement/agent_home.jsp HTTP/1.1" 200 9095
0:0:0:0:0:0:0:1 - - [24/May/2021:13:52:46 +0530] "GET /foodmanagement/agent_login.jsp HTTP/1.1" 200 5074
0:0:0:0:0:0:0:1 - - [24/May/2021:13:52:49 +0530] "GET /foodmanagement/admin_login.jsp HTTP/1.1" 200 4971
0:0:0:0:0:0:0:1 - - [24/May/2021:13:52:57 +0530] "POST /foodmanagement/admin_login_action.jsp HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [24/May/2021:13:52:57 +0530] "GET /foodmanagement/admin_home.jsp HTTP/1.1" 200 4379
0:0:0:0:0:0:0:1 - - [24/May/2021:13:53:00 +0530] "GET /foodmanagement/view_donar_request.jsp HTTP/1.1" 200 7804
0:0:0:0:0:0:0:1 - - [24/May/2021:13:53:09 +0530] "GET /foodmanagement/send.jsp?id=santhoshi&area=Lbnagar&dt=2021-05-22&desc=Briyani HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [24/May/2021:13:53:09 +0530] "GET /foodmanagement/view_donar_request.jsp HTTP/1.1" 200 7811
0:0:0:0:0:0:0:1 - - [24/May/2021:13:53:12 +0530] "GET /foodmanagement/admin_login.jsp HTTP/1.1" 200 4971
0:0:0:0:0:0:0:1 - - [24/May/2021:13:53:20 +0530] "GET /foodmanagement/agent_login.jsp HTTP/1.1" 200 5074
0:0:0:0:0:0:0:1 - - [24/May/2021:13:53:26 +0530] "POST /foodmanagement/agent_login_action.jsp HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [24/May/2021:13:53:28 +0530] "GET /foodmanagement/agent_home.jsp HTTP/1.1" 200 9016
0:0:0:0:0:0:0:1 - - [24/May/2021:13:53:33 +0530] "GET /foodmanagement/complete.jsp?dname=santhoshi&area=Lbnagar&dt=9032313422&mob=9032313422&aname=Santhoshi HTTP/1.1" 404 742
0:0:0:0:0:0:0:1 - - [24/May/2021:13:54:09 +0530] "GET /foodmanagement/agent_home.jsp HTTP/1.1" 200 9017
0:0:0:0:0:0:0:1 - - [24/May/2021:13:54:11 +0530] "GET /foodmanagement/completed.jsp?dname=santhoshi&area=Lbnagar&dt=9032313422&mob=9032313422&aname=Santhoshi HTTP/1.1" 500 3739
0:0:0:0:0:0:0:1 - - [24/May/2021:13:55:00 +0530] "GET /foodmanagement/agent_home.jsp HTTP/1.1" 200 9017
0:0:0:0:0:0:0:1 - - [24/May/2021:13:58:51 +0530] "GET /foodmanagement/agent_home.jsp HTTP/1.1" 200 8984
0:0:0:0:0:0:0:1 - - [24/May/2021:14:06:13 +0530] "GET /foodmanagement/completed.jsp?id=santhoshi&area=Lbnagar&dt=2021-05-22 HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [24/May/2021:14:06:15 +0530] "GET /foodmanagement/agent_home.jsp HTTP/1.1" 200 8430
0:0:0:0:0:0:0:1 - - [24/May/2021:14:06:18 +0530] "GET /foodmanagement/agent_home.jsp HTTP/1.1" 200 8430
0:0:0:0:0:0:0:1 - - [24/May/2021:14:06:19 +0530] "GET /foodmanagement/agent_home.jsp HTTP/1.1" 200 8430
0:0:0:0:0:0:0:1 - - [24/May/2021:14:06:22 +0530] "GET /foodmanagement/agent_home.jsp HTTP/1.1" 200 8430
0:0:0:0:0:0:0:1 - - [24/May/2021:14:06:44 +0530] "GET /foodmanagement/agent_home.jsp HTTP/1.1" 200 8430
0:0:0:0:0:0:0:1 - - [24/May/2021:14:06:45 +0530] "GET /foodmanagement/agent_home.jsp HTTP/1.1" 200 8430
0:0:0:0:0:0:0:1 - - [24/May/2021:14:06:54 +0530] "POST /foodmanagement/agent_login_action.jsp HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [24/May/2021:14:06:54 +0530] "GET /foodmanagement/agent_home.jsp HTTP/1.1" 200 8430
0:0:0:0:0:0:0:1 - - [24/May/2021:14:07:25 +0530] "GET /foodmanagement/agent_home.jsp HTTP/1.1" 200 8430
0:0:0:0:0:0:0:1 - - [24/May/2021:14:07:26 +0530] "GET /foodmanagement/agent_home.jsp HTTP/1.1" 200 8430
0:0:0:0:0:0:0:1 - - [24/May/2021:14:08:00 +0530] "POST /foodmanagement/agent_login_action.jsp HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [24/May/2021:14:08:00 +0530] "GET /foodmanagement/agent_home.jsp HTTP/1.1" 200 8430
0:0:0:0:0:0:0:1 - - [24/May/2021:14:09:49 +0530] "GET /foodmanagement/agent_login.jsp HTTP/1.1" 200 5074
0:0:0:0:0:0:0:1 - - [24/May/2021:14:10:01 +0530] "POST /foodmanagement/agent_login_action.jsp HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [24/May/2021:14:10:01 +0530] "GET /foodmanagement/agent_home.jsp HTTP/1.1" 200 8430
0:0:0:0:0:0:0:1 - - [24/May/2021:14:10:08 +0530] "GET /foodmanagement/agent_login.jsp HTTP/1.1" 200 5074
0:0:0:0:0:0:0:1 - - [24/May/2021:14:10:11 +0530] "GET /foodmanagement/admin_login.jsp HTTP/1.1" 200 4971
0:0:0:0:0:0:0:1 - - [24/May/2021:14:10:17 +0530] "POST /foodmanagement/admin_login_action.jsp HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [24/May/2021:14:10:17 +0530] "GET /foodmanagement/admin_home.jsp HTTP/1.1" 200 4379
0:0:0:0:0:0:0:1 - - [24/May/2021:14:10:21 +0530] "GET /foodmanagement/view_donar_request.jsp HTTP/1.1" 200 7807
0:0:0:0:0:0:0:1 - - [24/May/2021:14:11:00 +0530] "GET /foodmanagement/admin_login.jsp HTTP/1.1" 200 4971
0:0:0:0:0:0:0:1 - - [24/May/2021:14:11:04 +0530] "GET /foodmanagement/agent_login.jsp HTTP/1.1" 200 5074
0:0:0:0:0:0:0:1 - - [24/May/2021:14:11:12 +0530] "POST /foodmanagement/agent_login_action.jsp HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [24/May/2021:14:11:12 +0530] "GET /foodmanagement/agent_home.jsp HTTP/1.1" 200 8430
0:0:0:0:0:0:0:1 - - [24/May/2021:14:12:03 +0530] "GET /foodmanagement/agent_login.jsp HTTP/1.1" 200 5074
0:0:0:0:0:0:0:1 - - [24/May/2021:14:12:06 +0530] "GET /foodmanagement/donar_login.jsp HTTP/1.1" 200 5084
0:0:0:0:0:0:0:1 - - [24/May/2021:14:12:14 +0530] "POST /foodmanagement/donar_login_action.jsp HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [24/May/2021:14:12:14 +0530] "GET /foodmanagement/donar_home.jsp HTTP/1.1" 200 6516
0:0:0:0:0:0:0:1 - - [24/May/2021:14:14:44 +0530] "POST /foodmanagement/food_details.jsp HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [24/May/2021:14:14:44 +0530] "GET /foodmanagement/donar_home.jsp?id2=santhoshi HTTP/1.1" 200 6664
0:0:0:0:0:0:0:1 - - [24/May/2021:14:14:50 +0530] "GET /foodmanagement/donar_status.jsp HTTP/1.1" 200 4645
0:0:0:0:0:0:0:1 - - [24/May/2021:14:14:55 +0530] "POST /foodmanagement/view_status.jsp HTTP/1.1" 200 5633
0:0:0:0:0:0:0:1 - - [24/May/2021:14:15:06 +0530] "GET /foodmanagement/donar_login.jsp HTTP/1.1" 200 5084
0:0:0:0:0:0:0:1 - - [24/May/2021:14:15:08 +0530] "GET /foodmanagement/admin_login.jsp HTTP/1.1" 200 4971
0:0:0:0:0:0:0:1 - - [24/May/2021:14:15:16 +0530] "POST /foodmanagement/admin_login_action.jsp HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [24/May/2021:14:15:16 +0530] "GET /foodmanagement/admin_home.jsp HTTP/1.1" 200 4379
0:0:0:0:0:0:0:1 - - [24/May/2021:14:15:23 +0530] "GET /foodmanagement/view_donar_request.jsp HTTP/1.1" 200 8483
0:0:0:0:0:0:0:1 - - [24/May/2021:14:15:40 +0530] "GET /foodmanagement/send.jsp?id=santhoshi&area=Lbnagar&dt=2021-05-24&desc=Briyani HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [24/May/2021:14:15:40 +0530] "GET /foodmanagement/view_donar_request.jsp HTTP/1.1" 200 8490
0:0:0:0:0:0:0:1 - - [24/May/2021:14:15:58 +0530] "GET /foodmanagement/admin_login.jsp HTTP/1.1" 200 4971
0:0:0:0:0:0:0:1 - - [24/May/2021:14:16:01 +0530] "GET /foodmanagement/agent_login.jsp HTTP/1.1" 200 5074
0:0:0:0:0:0:0:1 - - [24/May/2021:14:16:10 +0530] "POST /foodmanagement/agent_login_action.jsp HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [24/May/2021:14:16:10 +0530] "GET /foodmanagement/agent_home.jsp HTTP/1.1" 200 9009
0:0:0:0:0:0:0:1 - - [24/May/2021:14:16:13 +0530] "GET /foodmanagement/accept.jsp?dname=santhoshi&area=Lbnagar&dt=9032313422&mob=9032313422&aname=Santhoshi HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [24/May/2021:14:16:13 +0530] "GET /foodmanagement/agent_home.jsp HTTP/1.1" 200 8772
0:0:0:0:0:0:0:1 - - [24/May/2021:14:16:28 +0530] "GET /foodmanagement/completed.jsp?id=santhoshi&area=Lbnagar&dt=2021-05-24 HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [24/May/2021:14:16:28 +0530] "GET /foodmanagement/agent_home.jsp HTTP/1.1" 200 8724
0:0:0:0:0:0:0:1 - - [24/May/2021:14:16:36 +0530] "GET /foodmanagement/agent_login.jsp HTTP/1.1" 200 5074
0:0:0:0:0:0:0:1 - - [24/May/2021:14:16:39 +0530] "GET /foodmanagement/admin_login.jsp HTTP/1.1" 200 4971
0:0:0:0:0:0:0:1 - - [24/May/2021:14:16:45 +0530] "POST /foodmanagement/admin_login_action.jsp HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [24/May/2021:14:16:45 +0530] "GET /foodmanagement/admin_home.jsp HTTP/1.1" 200 4379
